GC17K8D,2010-01-19T14:37Z,Found it,"094"
GC1XHD0,2010-01-19T15:27Z,Found it,"095"
GC1Z1GW,2010-01-20T13:51Z,Found it,"096"
GCY795 ,2010-01-20T14:35Z,Found it,"097"
GC1XMYG,2010-01-27T17:14Z,Found it,"098"
GC19VME,2010-01-22T13:22Z,Found it,"099"
GCH1HV ,2010-01-24T11:53Z,Found it,"100"
GC14REJ,2010-01-24T12:34Z,Found it,"101"
GC19CEX,2010-01-27T07:48Z,Found it,"102"
GC16GWG,2010-01-27T12:44Z,Found it,"103"
GC19MHJ,2010-01-28T12:17Z,Found it,"104"
GC1GFQ5,2010-02-01T08:10Z,Found it,"105"
GC1MB9B,2010-02-03T16:27Z,Found it,"106"
GCNJRT ,2010-02-06T10:51Z,Found it,"107"
GC13GTJ,2010-02-08T08:15Z,Found it,"108"
GC1FGZQ,2010-02-08T14:21Z,Found it,"109"
GCHX24 ,2010-02-08T14:39Z,Found it,"110"
GC1X0T3,2010-02-09T12:50Z,Found it,"111"
GC1MVJJ,2010-02-10T13:06Z,Found it,"112"
GC1475X,2010-02-10T16:07Z,Found it,"113"
GC19768,2010-02-11T17:35Z,Found it,"114"
GC1C274,2010-02-12T10:59Z,Found it,"115"
GC22A3J,2010-02-13T09:59Z,Found it,"116"
GC1DZ2K,2010-02-16T13:36Z,Found it,"117"
GC1EMJV,2010-02-16T14:01Z,Found it,"118"
GC1EMJQ,2010-02-16T14:04Z,Found it,"119"
GCMXPK ,2010-02-17T10:37Z,Found it,"120"
GC1C9XF,2010-02-17T17:15Z,Found it,"121"
GCV5BV ,2010-02-18T13:36Z,Found it,"122"
GC152NZ,2010-02-18T14:17Z,Found it,"123"
GC1CY0M,2010-02-18T19:27Z,Found it,"124"
GC1T2Z7,2010-02-19T10:39Z,Found it,"126"
GCJ727 ,2010-02-19T11:25Z,Found it,"127"
GCR1TK ,2010-02-20T17:48Z,Found it,"128"
GC1QC75,2010-02-21T16:33Z,Found it,"129"
GC1X9FP,2010-02-23T10:54Z,Found it,"130"
GC1ZRE5,2010-02-23T11:24Z,Found it,"131"
GC1PHN5,2010-02-23T15:46Z,Found it,"132"
GC1QEB4,2010-02-23T15:55Z,Found it,"125"
GC19J2Q,2010-02-25T12:16Z,Found it,"133"
GC1GE78,2010-02-25T14:35Z,Found it,"134"
GC17N5V,2010-02-26T09:43Z,Found it,"135"
GC1B3YT,2010-02-26T10:15Z,Found it,"136"
GCW9ZC ,2010-02-26T10:33Z,Found it,"137"
GCMEM2 ,2010-02-26T11:38Z,Found it,"138"
GC1VPV2,2010-02-28T10:42Z,Found it,"139"
GC1HFE4,2010-02-28T11:41Z,Found it,"140"
GC18QPN,2010-03-02T12:33Z,Found it,"141"
GC1MEVX,2010-03-02T15:16Z,Found it,"142"
GC19HH1,2010-03-02T15:25Z,Found it,"143"
GC1QPZK,2010-03-02T15:51Z,Found it,"144"
GC1YF3V,2010-03-03T06:17Z,Found it,"145"
GC1F507,2010-03-08T09:28Z,Found it,"146"
GCV9Q3 ,2010-03-03T13:26Z,Found it,"147"
GCR9JN ,2010-03-03T13:56Z,Found it,"148"
GCVYT1 ,2010-03-04T14:43Z,Found it,"149"
GC2382F,2010-03-05T07:02Z,Found it,"150"
GC20B8H,2010-03-08T09:39Z,Found it,"151"
GC1NWER,2010-03-09T10:00Z,Found it,"152"
GC1JJ19,2010-03-09T14:04Z,Found it,"153"
GC1HJ4M,2010-03-11T16:15Z,Found it,"154"
GC21MD5,2010-03-12T06:43Z,Found it,"155"
GCN0N3 ,2010-03-12T12:20Z,Found it,"156"
GC20FHM,2010-03-13T14:41Z,Found it,"157"
GC1NOTJ,2010-03-13T16:00Z,Found it,"158"
GC1YXJH,2010-03-16T16:44Z,Found it,"159"
GCVYG8 ,2010-03-14T11:04Z,Found it,"160"
GCZKJT ,2010-03-16T14:01Z,Found it,"161"
GCZ54A ,2010-03-20T12:49Z,Found it,"162"
GCVDE7 ,2010-03-17T06:12Z,Found it,"163"
GCW8GN ,2010-03-17T06:34Z,Found it,"164"
GC11RGV,2010-03-17T06:43Z,Found it,"165"
GC1CXP7,2010-03-19T12:27Z,Found it,"166"
GC1MY65,2010-03-13T12:49Z,Found it,"167"
GCZ6NK ,2010-03-19T16:14Z,Found it,"168"
GCZSAZ ,2010-03-21T15:14Z,Found it,"169"
GCM8AQ ,2010-03-22T14:41Z,Found it,"170"
GC1WPW9,2010-03-23T14:08Z,Found it,"171"
GC1M64F,2010-03-24T06:23Z,Found it,"172"
GC1JE7V,2010-03-24T14:04Z,Found it,"173"
GCMDG2 ,2010-03-24T07:46Z,Found it,"174"
GC1N8HC,2010-03-25T10:53Z,Found it,"175"
GCEBA4 ,2010-03-25T13:35Z,Found it,"176"
GCZYCD ,2010-03-25T16:13Z,Found it,"177"
GCTZ7M ,2010-03-26T13:32Z,Found it,"178"
GC1ZHFY,2010-03-26T12:57Z,Found it,"179"
GC24GV9,2010-03-27T19:10Z,Found it,"180"
GC1V3X5,2010-03-29T10:11Z,Found it,"181"
GC1HT03,2010-03-29T12:27Z,Found it,"182"
GC1HKRV,2010-03-29T12:45Z,Found it,"183"
GCHCMC ,2010-03-31T13:56Z,Found it,"184"
GCMVHZ ,2010-04-01T06:39Z,Found it,"185"
GCQ6GP ,2010-04-01T07:19Z,Found it,"186"
GC1T50A,2010-04-01T10:13Z,Found it,"187"
GCR2RD, 2010-04-02T21:35Z,Found it,"188"
GC206YP,2010-04-02T13:37Z,Found it,"189"
GC1CJB2,2010-04-02T15:12Z,Found it,"190"
GC15B8A,2010-04-05T13:23Z,Found it,"191"
GC1DXM4,2010-04-09T10:12Z,Found it,"192"
GC1CG59,2010-04-09T14:26Z,Found it,"193"
GC16RAN,2010-04-10T09:43Z,Found it,"194"
GCGERP ,2010-04-12T14:00Z,Found it,"195"
GCV40K ,2010-04-13T11:54Z,Found it,"196"
GC1TK60,2010-04-14T11:26Z,Found it,"197"
GC1H83M,2010-04-14T11:53Z,Found it,"198"
GC16RMV,2010-04-14T17:16Z,Found it,"199"
GC1Q0M3,2010-04-15T10:15Z,Found it,"200"
GC1F7HA,2010-04-15T11:02Z,Found it,"201"
GCPD3P ,2010-04-16T12:16Z,Found it,"202"
GC1PN0X,2010-04-16T16:53Z,Found it,"203"
GC1WHM4,2010-04-16T16:55Z,Found it,"204"
GC12H35,2010-04-17T14:32Z,Found it,"205"
GC1YKVY,2010-04-17T15:08Z,Found it,"206"
GC1ACRC,2010-04-17T15:56Z,Found it,"207"
GC1DJZW,2010-04-18T15:58Z,Found it,"208"
GC1Q23E,2010-04-19T12:13Z,Found it,"209"
GC1HQYR,2010-04-19T16:48Z,Found it,"210"
GC26YGF,2010-04-20T14:52Z,Found it,"211"
GC1JAJH,2010-04-22T05:25Z,Found it,"212"
GC235PN,2010-04-23T11:14Z,Found it,"213"
GC1GMGR,2010-04-23T11:19Z,Found it,"214"
GC26FEJ,2010-04-23T15:23Z,Found it,"215"
GC25XC3,2010-04-24T08:48Z,Found it,"216"
GCMRFR ,2010-04-24T08:50Z,Found it,"217"
GC12KW9,2010-04-25T09:50Z,Found it,"218"
GCYKTB ,2010-04-27T07:07Z,Found it,"219"
GC1X861,2010-04-27T07:14Z,Found it,"220"
GC1FMRV,2010-04-27T07:59Z,Found it,"221"
GC1R6PW,2010-04-28T08:20Z,Found it,"222"
GC269QT,2010-04-28T09:39Z,Found it,"223"
GC1YWZK,2010-04-28T20:22Z,Found it,"224"
GC1KXTC,2010-04-28T20:28Z,Found it,"225"
GCTE0Q ,2010-04-29T02:00Z,Found it,"226"
GC1C56A,2010-04-29T02:41Z,Found it,"227"
GC13G3K,2010-04-29T16:24Z,Found it,"228"
GCXDN6 ,2010-04-29T19:56Z,Found it,"229"
GCR45D ,2010-04-29T19:58Z,Found it,"230"
GC1TXVG,2010-04-30T03:17Z,Found it,"231"
GC22BZT,2010-04-30T03:27Z,Found it,"232"
GC1HKZA,2010-04-30T03:51Z,Found it,"233"
GCXK7Y ,2010-04-30T16:35Z,Found it,"234"
GCWHDA ,2010-04-30T16:53Z,Found it,"235"
GC198GK,2010-05-01T08:00Z,Found it,"236"
GC186K3,2010-05-04T04:46Z,Found it,"237"
GC1DCQX,2010-05-05T05:11Z,Found it,"238"
GC255MH,2010-05-01T20:00Z,Found it,"239"
GC1JQ2Z,2010-05-06T05:09Z,Found it,"240"
GCMCGQ ,2010-05-06T13:26Z,Found it,"241"
GCQD9C ,2010-05-07T04:31Z,Found it,"242"
GCZVTP ,2010-05-07T04:53Z,Found it,"243"
GCW86A ,2010-05-07T04:58Z,Found it,"244"
GC1WPKV,2010-05-07T11:59Z,Found it,"245"
GC1N76W,2010-05-10T05:12Z,Found it,"246"
GC21XQR,2010-05-10T05:40Z,Found it,"247"
GC1JF8A,2010-05-10T06:26Z,Found it,"248"
GC12XJM,2010-05-10T15:38Z,Found it,"249"
GC12XAE,2010-05-11T12:01Z,Found it,"250"
GCMBNT ,2010-05-13T09:20Z,Found it,"251"
GC15TEY,2010-05-13T09:28Z,Found it,"252"
GC1RKZV,2010-05-13T09:43Z,Found it,"253"
GC15TF0,2010-05-13T15:52Z,Found it,"254"
GC15TF5,2010-05-13T16:21Z,Found it,"255"
GC1VG7A,2010-05-14T10:08Z,Found it,"256"
GCWW6M ,2010-05-14T11:06Z,Found it,"257"
GC1JVBK,2010-05-14T11:40Z,Found it,"258"
GC19C50,2010-05-14T12:03Z,Found it,"259"
GC15TF8,2010-05-17T10:12Z,Found it,"260"
GCMGY4 ,2010-05-20T10:51Z,Found it,"261"
GC26X4Y,2010-05-21T09:42Z,Found it,"262"
GC1EQVA,2011-08-11T19:07Z,Found it,"263"
GC2BVPA,2011-08-11T19:08Z,Found it,"264"
GC1XKJ7,2010-05-25T09:04Z,Found it,"265"
GC151TF,2010-05-25T12:07Z,Found it,"266"
GC1W5GX,2010-05-26T09:13Z,Found it,"267"
GC1YGXJ,2010-05-26T09:36Z,Found it,"268"
GC1J1JB,2010-05-28T11:25Z,Found it,"269"
GC1H7A2,2010-05-28T12:05Z,Found it,"270"
GC1RK33,2010-05-28T15:55Z,Found it,"271"
GC29ANW,2010-06-13T21:01Z,Found it,"272"
GCN1RR ,2010-06-20T16:07Z,Found it,"273"
GC1CNM9,2010-06-23T19:51Z,Found it,"274"
GC12H1V,2010-06-27T13:27Z,Found it,"275"
GCTP8G ,2010-07-10T19:29Z,Found it,"276"
GC28ZRJ,2010-07-10T19:40Z,Found it,"277"
GC1DXKG,2010-07-11T10:46Z,Found it,"278"
GC176ZH,2010-07-11T13:29Z,Found it,"279"
GC1Q05F,2010-07-11T13:30Z,Found it,"280"
GC22ZJW,2010-07-11T13:45Z,Found it,"281"
GC28ZRA,2010-07-12T16:07Z,Found it,"282"
GC21RP2,2010-07-14T05:10Z,Found it,"283"
GC1XJE2,2010-07-14T09:20Z,Found it,"284"
GCGX5K ,2010-07-14T10:08Z,Found it,"285"
GCN4DC ,2010-07-18T14:04Z,Found it,"286"
GC1YM9H,2010-07-18T14:53Z,Found it,"287"
GC19NQV,2010-07-20T09:53Z,Found it,"288"
GC2BJA4,2010-07-20T09:54Z,Found it,"289"
GC1428P,2010-07-20T19:28Z,Found it,"290"
GCTP1P ,2010-07-20T17:53Z,Found it,"291"
GCY8QD ,2010-07-21T18:03Z,Found it,"292"
GCXBYY ,2010-07-21T18:05Z,Found it,"293"
GCYA6H ,2010-07-21T18:06Z,Found it,"294"
GC24EX4,2010-07-22T18:01Z,Found it,"295"
GC216ZE,2010-07-23T11:29Z,Found it,"296"
GC2A9V0,2010-07-23T12:08Z,Found it,"297"
GC1ZEM4,2010-07-23T12:25Z,Found it,"298"
GC1CFJA,2010-07-23T16:03Z,Found it,"299"
GC1CFJD,2010-07-23T16:27Z,Found it,"300"
GC1C63A,2010-07-23T16:27Z,Found it,"301"
GC1GECK,2010-07-24T17:55Z,Found it,"302"
GC1C77E,2010-07-24T18:03Z,Found it,"303"
GCMB7A ,2010-07-24T18:26Z,Found it,"304"
GCQVQ9 ,2010-07-24T20:10Z,Found it,"305"
GCMJBH ,2010-07-25T13:29Z,Found it,"306"
GC167K7,2010-07-25T18:56Z,Found it,"307"
GC1WK5W,2010-07-25T18:57Z,Found it,"308"
GC2BC0G,2010-07-25T19:05Z,Found it,"309"
GC27M8X,2010-07-29T15:43Z,Found it,"310"
GC2ADNQ,2010-07-29T15:44Z,Found it,"311"
GCT0FY ,2010-07-31T08:19Z,Found it,"312"
GC1YX3Z,2010-08-02T13:52Z,Found it,"313"
GC1926N,2010-08-02T14:22Z,Found it,"314"
GC1912Z,2010-08-04T12:32Z,Found it,"315"
GC25H7A,2010-08-04T13:24Z,Found it,"316"
GC196DQ,2010-08-04T13:59Z,Found it,"317"
GC25C0N,2010-08-05T15:35Z,Found it,"318"
GC16PWE,2010-08-08T11:54Z,Found it,"319"
GCQXCQ ,2010-08-07T10:24Z,Found it,"320"
GCG0P3 ,2010-08-07T12:46Z,Found it,"321"
GC1FNB5,2010-08-07T19:25Z,Found it,"322"
GCT1CW ,2010-08-07T16:06Z,Found it,"323"
GC11YWF,2010-08-07T17:54Z,Found it,"324"
GC28Z42,2010-08-09T13:39Z,Found it,"325"
GCGY34 ,2010-08-09T14:57Z,Found it,"326"
GC1GHZV,2010-08-09T16:57Z,Found it,"327"
GC1KKDA,2010-08-11T12:28Z,Found it,"328"
GC1YB84,2010-08-11T13:01Z,Found it,"329"
GC260MJ,2010-08-17T04:57Z,Found it,"330"
GC1ZWN9,2010-08-17T05:04Z,Found it,"331"
GCXTQJ ,2010-08-17T05:25Z,Found it,"332"
GC2A5R8,2010-08-19T05:05Z,Found it,"333"
GC13F7V,2010-08-19T05:27Z,Found it,"334"
GC1K95A,2010-08-20T06:23Z,Found it,"335"
GC2CTBK,2010-08-22T13:18Z,Found it,"336"
GC2BR0N,2010-08-22T13:29Z,Found it,"337"
GCNCD6 ,2010-08-22T20:21Z,Found it,"338"
GC1Q9A2,2010-08-22T20:34Z,Found it,"339"
GC2BTJ4,2010-08-22T20:42Z,Found it,"340"
GCQ7DV ,2010-08-25T09:14Z,Found it,"341"
GC1CAKW,2010-08-25T09:23Z,Found it,"342"
GC1P165,2010-08-25T09:33Z,Found it,"343"
GC1G41N,2010-08-25T13:12Z,Found it,"344"
GC1ZTFG,2010-08-26T12:32Z,Found it,"345"
GC1GFCK,2010-08-28T13:40Z,Found it,"346"
GC1TWP6,2010-08-28T14:05Z,Found it,"347"
GC10FC6,2010-08-28T14:17Z,Found it,"348"
GC28EB5,2010-08-30T05:27Z,Found it,"349"
GC1DT0V,2010-08-31T19:07Z,Found it,"350"
GC1ZPJT,2010-08-31T19:07Z,Found it,"351"
GC29ZQG,2010-08-31T19:07Z,Found it,"352"
GC1XV6X,2010-08-31T19:08Z,Found it,"353"
GCM6KW ,2010-08-31T19:09Z,Found it,"354"
GCK9C0 ,2010-09-01T05:16Z,Found it,"355"
GCTVQN ,2010-09-01T05:29Z,Found it,"356"
GC1V53T,2010-09-01T06:17Z,Found it,"357"
GCTVTG ,2010-09-01T06:21Z,Found it,"358"
GC1V53Z,2010-09-01T06:34Z,Found it,"359"
GCY129 ,2010-09-01T06:55Z,Found it,"360"
GCY0DD ,2010-09-01T11:22Z,Found it,"361"
GC1RWK1,2010-09-01T11:42Z,Found it,"362"
GC1HWWR,2010-09-01T11:48Z,Found it,"363"
GC1V53X,2010-09-01T16:48Z,Found it,"364"
GC1KEWE,2010-09-02T08:28Z,Found it,"365"
GC1NTNV,2010-09-02T08:47Z,Found it,"366"
GC2E000,2010-09-03T12:19Z,Found it,"367"
GCJZF2 ,2010-09-04T14:26Z,Found it,"368"
GC1X9A2,2010-09-04T17:21Z,Found it,"369"
GC1ZADM,2010-09-05T08:31Z,Found it,"370"
GC1ZF1X,2010-09-05T08:36Z,Found it,"371"
GCA91B ,2010-09-05T09:20Z,Found it,"372"
GC2327E,2010-09-05T12:03Z,Found it,"373"
GC1Z2B5,2010-09-05T12:23Z,Found it,"374"
GC1YXJ9,2010-09-05T12:38Z,Found it,"375"
GC2D9T1,2010-09-05T12:54Z,Found it,"376"
GC2AA6F,2010-09-07T06:14Z,Found it,"377"
GC1RH01,2010-09-07T14:59Z,Found it,"378"
GC1KKJZ,2010-09-04T15:00Z,Found it,"379"
GC2A0CH,2010-09-04T15:01Z,Found it,"380"
GC10G5X,2010-09-08T05:12Z,Found it,"381"
GC28GDG,2010-09-08T05:29Z,Found it,"382"
GC29YGK,2010-09-08T06:14Z,Found it,"383"
GC2D6WH,2010-09-08T06:24Z,Found it,"384"
GC20QGZ,2010-09-09T09:44Z,Found it,"385"
GC1FTKD,2010-09-09T15:19Z,Found it,"386"
GC1TGQH,2010-09-09T15:19Z,Found it,"387"
GC2DRZY,2010-09-09T15:19Z,Found it,"388"
GC2DC36,2010-09-10T11:45Z,Found it,"389"
GCJFBY ,2010-09-11T08:57Z,Found it,"390"
GCY2EG ,2010-09-11T10:00Z,Found it,"391"
GC15TF4,2010-09-12T06:42Z,Found it,"392"
GCM7J T,2010-09-12T15:24Z,Found it,"393"
GC13MCE,2010-09-13T14:06Z,Found it,"394"
GCJY39 ,2010-09-14T12:50Z,Found it,"395"
GCGEBN ,2010-09-15T12:05Z,Found it,"396"
GC25PVM,2010-09-15T18:56Z,Found it,"397"
GC2A1MV,2010-09-16T13:30Z,Found it,"398"
GC2E845,2010-09-17T11:44Z,Found it,"399"
GC23C6Q,2010-09-17T14:57Z,Found it,"400"
GC1BXBK,2010-09-17T07:43Z,Found it,"401"
GC227GH,2010-09-18T11:22Z,Found it,"402"
GC1V53G,2010-09-18T13:42Z,Found it,"403"
GC2F9XH,2010-09-20T19:53Z,Found it,"404"
GC2DXR1,2010-09-18T19:41Z,Found it,"405"
GC287W4,2010-09-19T10:43Z,Found it,"406"
GCRT67 ,2010-09-19T11:08Z,Found it,"407"
GC1AHPX,2010-09-19T11:20Z,Found it,"408"
GCM3FM ,2010-09-19T12:48Z,Found it,"409"
GC1K42G,2010-09-20T11:57Z,Found it,"410"
GCP581 ,2010-09-20T15:13Z,Found it,"411"
GC22PEH,2010-09-21T05:41Z,Found it,"412"
GC2DKNN,2010-09-21T10:56Z,Found it,"413"
GC14W9T,2010-09-22T05:32Z,Found it,"414"
GC124NC,2010-09-22T05:49Z,Found it,"415"
GC2633Q,2010-09-22T06:58Z,Found it,"416"
GC1TJ16,2010-09-23T07:51Z,Found it,"417"
GC1ND7Q,2010-09-23T08:19Z,Found it,"418"
GC2BCB1,2010-09-23T09:26Z,Found it,"419"
GC1EW5P,2010-09-23T11:10Z,Found it,"420"
GC2DGJJ,2010-09-24T06:13Z,Found it,"421"
GC13RQH,2010-09-25T10:30Z,Found it,"422"
GC16054,2010-09-25T10:30Z,Found it,"423"
GCZY66 ,2010-09-25T10:45Z,Found it,"424"
GC1ACP6,2010-09-26T09:43Z,Found it,"425"
GCVXA7 ,2010-09-26T12:05Z,Found it,"426"
GC25TJ4,2010-09-27T12:18Z,Found it,"427"
GC1Z19Z,2010-09-27T12:49Z,Found it,"428"
GC23WV6,2010-09-27T13:07Z,Found it,"429"
GCWTMQ ,2010-09-28T11:30Z,Found it,"430"
GC1CXZJ,2010-09-29T09:12Z,Found it,"431"
GC26BK7,2010-09-29T13:48Z,Found it,"432"
GC1APHY,2010-09-30T05:28Z,Found it,"433"
GC22JW3,2010-09-30T15:00Z,Found it,"434"
GC1JTCK,2010-10-01T05:30Z,Found it,"435"
GC25DZD,2010-10-01T12:43Z,Found it,"436"
GC1NAJG,2010-10-02T15:14Z,Found it,"437"
GC24V53,2010-10-02T15:18Z,Found it,"438"
GC2CFYG,2010-10-01T12:52Z,Found it,"439"
GC1BFK0,2010-10-02T13:50Z,Found it,"440"
GC12EPY,2010-10-02T14:05Z,Found it,"441"
GC12A9W,2010-10-02T14:32Z,Found it,"442"
GC12FBG,2010-10-02T14:44Z,Found it,"443"
GC14GQR,2010-10-03T15:12Z,Found it,"444"
GC288W7,2010-10-04T08:30Z,Found it,"445"
GC14RFT,2010-10-04T14:30Z,Found it,"446"
GCZRHY ,2010-10-04T14:37Z,Found it,"447"
GC26QKK,2010-10-04T15:03Z,Found it,"448"
GC1VKNT,2010-10-05T14:54Z,Found it,"449"
GC1YPP7,2010-10-06T05:40Z,Found it,"450"
GC1YQN1,2010-10-06T05:54Z,Found it,"451"
GC25672,2010-10-06T11:57Z,Found it,"452"
GC1K7M7,2010-10-06T12:14Z,Found it,"453"
GC1756Z,2010-10-07T09:12Z,Found it,"454"
GC101AQ,2010-10-08T16:15Z,Found it,"455"
GC239K5,2010-10-08T16:16Z,Found it,"456"
GC1BCP5,2010-10-09T16:38Z,Found it,"457"
GC1WRDY,2010-10-10T07:39Z,Found it,"458"
GC2EF3J,2010-10-10T16:12Z,Found it,"459"
GC1R2T8,2010-10-11T16:12Z,Found it,"460"
GC260TX,2010-10-11T16:27Z,Found it,"461"
GC1W3FF,2010-10-11T16:38Z,Found it,"462"
GC2536E,2010-10-11T16:46Z,Found it,"463"
GC259RH,2010-10-11T16:54Z,Found it,"464"
GC2CTDW,2010-10-11T17:14Z,Found it,"465"
GC2CXQ3,2010-10-12T14:42Z,Found it,"466"
GC1V54A,2010-10-12T15:04Z,Found it,"467"
GC1XBQV,2010-10-12T15:10Z,Found it,"468"
GC1F33K,2010-10-12T15:28Z,Found it,"469"
GC2DF75,2010-10-12T15:38Z,Found it,"470"
GC1GAKA,2010-10-12T15:48Z,Found it,"471"
GC1HRZ2,2010-10-12T16:02Z,Found it,"472"
GC2384T,2010-10-12T16:45Z,Found it,"473"
GC2FRKA,2010-10-12T16:54Z,Found it,"474"
GC1XGRM,2010-10-13T14:27Z,Found it,"475"
GC1BQQH,2010-10-13T14:46Z,Found it,"476"
GC1X6XV,2010-10-13T14:55Z,Found it,"477"
GC1X6YJ,2010-10-13T15:03Z,Found it,"478"
GC25AG1,2010-10-13T15:09Z,Found it,"479"
GC24YNV,2010-10-13T15:16Z,Found it,"480"
GC24JNX,2010-10-13T15:29Z,Found it,"481"
GC24JPJ,2010-10-13T15:32Z,Found it,"482"
GC1X6XE,2010-10-13T15:41Z,Found it,"483"
GC260AZ,2010-10-13T16:15Z,Found it,"484"
GC260AM,2010-10-13T16:26Z,Found it,"485"
GC260AW,2010-10-13T16:33Z,Found it,"486"
GC14XQ2,2010-10-13T16:44Z,Found it,"487"
GC1280W,2010-10-13T17:10Z,Found it,"488"
